Codigo,Medicamento,Accion Terapeutica,Laboratorio
M0000010428,TISAT,Antimicótico de amplio espectro,PROFMA
M0000010429,TIZAFEN,Miorrelajante de acción central asociado a analgésico,SIEGFRIED
M0000010430,TOBI PODHALER,Antibacteriano,NOVARTIS
M0000010431,TOBRACORT,Antiinflamatorio, Antiinfeccioso,PROCAPS
M0000010432,TOBRADEX,Antiinflamatorio, Antiinfeccioso,ALCON
M0000010433,TOBRAGAN D,Antiinflamatorio, antiinfeccioso,ALLERGAN
M0000010434,TOBRAMICINA 0,3%,Antibiótico oftálmico,OPHARM
M0000010435,TOBRAMISOL,Antibiótico de amplio espectro,INCOBRA
M0000010436,TOBRAOFTAL,Antibiótico oftálmico, aminoglucósido,MK VISION
M0000010437,TOBRAOFTAL D,Antibiótico oftálmico, aminoglucósido/ corticosteroide tópico oftalmológico,MK VISION
M0000010438,TOBRAVISION,Antibiótico oftálmico,VITALIS
M0000010439,TOBREX,Antiinfeccioso,ALCON
M0000010440,TOBROPTIC COMPUESTO,Antibiótico oftálmico, Antiinflamatorio oftálmico,BLASKOV
M0000010441,TOBROPTIC SIMPLE,Antibiótico oftálmico,BLASKOV
M0000010442,TOFRANIL,Antidepresivo,NOVARTIS
M0000010443,TOLAK,Inhibidores de la Transcriptasa Reversa Nucleósidos y Nucleótidos,LEGRAND
M0000010444,TOLAK E,Combinaciones de Antirretrovirales para el tratamiento del VIH,LEGRAND
M0000010445,TOLCAMIN,Antineoplásico, anticanceroso, inhibidor de la síntesis de ADN,NOVAMED
M0000010446,TOLEDERM AGUA DERMO-LIMPIADORA CALMANTE,Dermatocosmético,MEDIVELIUS
M0000010447,TOLEDERM CREMA HIDRA-CALMANTE,Para pieles hiperreactivas e intolerantes,MEDIVELIUS
M0000010448,TOLMUS,Analgésico combinado,TECNOFARMA
M0000010449,TONIKER,Solución Salina Hipertónica,MK VISION
M0000010450,TOPAMAC,Antiepiléptico,JANSSEN-CILAG
M0000010451,TOPICREM DA,EmulsiónBálsamo emoliente para pieles muy secas y muy sensibles,DERMOETIKA
M0000010452,TOPICREM GEL LIMPIADOR,Gel limpiador suave para cabello y pieles secas y sensibles,DERMOETIKA
M0000010453,TOPICREM LECHE CORPORAL ULTRAHIDRATANTE,EmulsiónLeche ultrahidratante para pieles secas y sensibles,DERMOETIKA
M0000010454,TOPICTAL,Terapia preventiva de la migraña,TECNOFARMA
M0000010455,TOPISULFA,Antibacteriano tópico de amplio espectro,BUSSIE
M0000010456,TOR CREMA DERMATOLOGICA,Antibacteriano, Antiinflamatorio local, Antimicótico,BLASKOV
M0000010457,TOR CREMA PROCTOLOGICA,Antihemorroidal,BLASKOV
M0000010458,TORISEL 30MG,Antineoplásico,PFIZER
M0000010459,TOSFEDRIN FG,Expectorante, broncodilatador y descongestionante nasal,ETYC
M0000010460,TOSILED,Expectorante de origen natural,PRONABELL
M0000010461,TRACLEER,Antihipertensivo pulmonar,BIOTOSCANA
M0000010462,TRADIOL,Analgésico combinado de dosis fija tramadol clorhidrato/acetaminofén,BUSSIE
M0000010463,TRALEX,Analgésico,PROCAPS
M0000010464,TRALINEX,Antipsicótico,INCOBRA
M0000010465,TRAMACET,Manejo del dolor moderado a severo,JANSSEN-CILAG
M0000010466,TRAMACONTIN,Analgésico opiáceo,MUNDIPHARMA
M0000010467,TRAMADOL,Analgésico moderadamente narcótico,RECIPE
M0000010468,TRAMADOL,Analgésico central,GENFAR
M0000010469,TRAMADOL,Analgésico opiáceo,BLASKOV
M0000010470,TRAMADOL + ACETAMINOFEN MK,Analgésico combinado, analgésico de acción central,MK
M0000010471,TRAMADOL CLORHIDRATO,Analgésico central,GENFAR
M0000010472,TRAMADOL CLORHIDRATO SOL. INY.,Analgésico de acción central,CARLON
M0000010473,TRAMADOL CLORHIDRATO-CARMUCOL 100,Analgésico potente de acción central,CARLON
M0000010474,TRAMADOL MK,Analgésico de acción central,MK
M0000010475,TRAMAL,Analgésico central,GRÜNENTHAL
M0000010476,TRAMASINDOL,Analgésico central,BLASKOV
M0000010477,TRANALGEX,Antiartrósico,ADEXA PHARMA
M0000010478,TRANKY,Tratamiento de la disfunción eréctil,INCOBRA
M0000010479,TRANSFERIL,Inmunoprotector,GIMED
M0000010480,TRANSTEC,Analgésico tópico,GRÜNENTHAL
M0000010481,TRASS,Antimigrañoso,PROCAPS
M0000010482,TRAUSAN,Vasoterapia cerebral,FAES FARMA
M0000010483,TRAVAD ORAL,Evacuante intestinal,TECNOQUIMICAS
M0000010484,TRAVAD SOLUCION RECTAL,Evacuante intestinal,TECNOQUIMICAS
M0000010485,TRAVATAN,Reducción de la presión intraocular,ALCON
M0000010486,TRAYENTA,Hipoglucemiante,LILLY
M0000010487,TRAZODONA,Antidepresivo,GENFAR
M0000010488,TRAZODONA,Antidepresivo, antineurálgico,RECIPE
M0000010489,TRAZODONA HCL MK,Antidepresivo,MK
M0000010490,TREKAN,Complemento alimenticio,APOTECARIUM
M0000010491,TREKAN VAINILLA SIN AZUCAR,Suplemento multivitamínico con minerales,APOTECARIUM
M0000010492,TRESIBA,Hipoglucemiante,NOVO NORDISK
M0000010493,TRETINEX,Antiacneico,ABBOTT
M0000010494,TREX,Antiinflamatorio, fungicida, bactericida de acción integral contra las dermatosis,SIEGFRIED
M0000010495,TRIAGEM CREMA,Antimicótico, Antibacteriano, Antiinflamatorio,AMERICA
M0000010496,TRIAZOLAM,Hipnótico,GENFAR
M0000010497,TRIBUTIN,Antiespasmódico,INCOBRA
M0000010498,TRICLOBEN,Antibacteriano, Antimicótico, Antiinflamatorio,GRUINFACOL
M0000010499,TRICLOGENTA,Antiinflamatorio, antimicótico, antibiótico tópico, Para uso dermatológico solamente,MSD
M0000010500,TRIDERM,Antiinflamatorio, antimicótico y antibiótico tópico, Para uso dermatológico solamente,MSD
M0000010501,TRIDESILON,Corticosteroide,BHC - BAYER
M0000010502,TRIFAMOX DUO COMPRIMIDOS MASTICANBLES,Antibiótico de amplio espectro,BAGO
M0000010503,TRIFAMOX IBL DUO,Antibiótico betalactámico bactericida asociado con un inhibidor de betalactamasas,BAGO
M0000010504,TRIFAMOX IBL INYECTABLE,Antibiótico bactericida de amplio espectro,BAGO
M0000010505,TRIFOLIOM,Control de síntomas relacionados con la menopausia,ABBOTT
M0000010506,TRIGENTAX,Antiinflamatorio, antibacteriano, antimicótico tópico,CHALVER
M0000010507,TRILEPTAL,Antiepiléptico,NOVARTIS
M0000010508,TRIME-RANDE F,Bactericida de amplio espectro,RANDE
M0000010509,TRIMEBIZOL-F,Antiparasitario,GRUINFACOL
M0000010510,TRIMEBUTINA,Regulador de la motilidad gastrointestinal,GENFAR
M0000010511,TRIMEBUTINA LA SANTE,Regulador de la motilidad intestinal,LA SANTE
M0000010512,TRIMEBUTINA MK,Anticolinérgico,MK
M0000010513,TRIMETABOL,Antihistamínico,TECNOQUIMICAS
M0000010514,TRIMETOPRIM SULFA,Antibiótico sistémico,MK
M0000010515,TRIMETOPRIM SULFA ECAR,Antibacteriano,ECAR
M0000010516,TRIMETOPRIM SULFAMETOXAZOL,Bactericida de amplio espectro,GENFAR
M0000010517,TRIMFAT,Tratamiento de la obesidad,FARMA COLOMBIA
M0000010518,TRIMICORT,Corticosteroide tópico,PROFMA
M0000010519,TRINAKOR,Antiinflamatorio esteroide, Corticosteroide,VITALIS
M0000010520,TRIPIPOT,Neuroléptico, tratamiento de la esquizofrenia, antipsicótico, tranquilizante mayor,BLASKOV
M0000010521,TRISOLVAT,Antibacteriano de amplio espectro,BEST
M0000010522,TRISOLVAT 800,Antibacteriano de amplio espectro,BEST
M0000010523,TRITTICO / TRITTICO AC 150,Antidepresivo,TECNOQUIMICAS
M0000010524,TRIVIRAL,Combinación de Antirretrovirales para el tratamiento de la infección por VIH,LEGRAND
M0000010525,TRIVISIOL GOTAS OFTALMICAS,Antibiótico oftálmico,GRUINFACOL
M0000010526,TRIZIVIR,Antirretroviral,GLAXOSMITHKLINE
M0000010527,TROGAS,Antiulceroso,APOTECARIUM
M0000010528,TROMIX,Antibiótico macrólido,ABBOTT
M0000010529,TROYPOFOL 1% W/V,Anestésico, Código ATC: N01AX10,DELTA
M0000010530,TRUSOPT,Antiglaucomatoso, Hipotensor intraocular,MSD
M0000010531,TRUSTIVA,Combinaciones de Antirretrovirales para el tratamiento del VIH,LEGRAND
M0000010532,TRUXA,Antibacteriano,TECNOFARMA
M0000010533,TUMS,Antiácido, suplemento de calcio,GLAXOSMITHKLINE
M0000010534,TUSBRON-A,Broncodilatador, Antihistamínico,RANDE
M0000010535,TUSBRON-M,Mucolítico, Expectorante,RANDE
M0000010536,TWINRIX ADULTOS,Inmunoterapia hepatitis A, Inmunoterapia hepatitis B,GLAXOSMITHKLINE
M0000010537,TYGACIL,Antibiótico de amplio espectro,PFIZER
M0000010538,TYKERB,Antineoplásico,GLAXOSMITHKLINE
M0000010539,TYPHERIX,Vacuna tifoidea de polisacárido Vi,GLAXOSMITHKLINE
M0000010540,TYPHIM VI,Vacuna tifoidea poliosídica,SANOFI-PASTEUR
M0000010541,UL-PEP,Antiulceroso,INCOBRA
M0000010542,ULCEDINE,Antiulceroso,GIMED
M0000010543,ULFADIN,Antiulceroso,AMERICA
M0000010544,ULTIVA,Analgésico,GLAXOSMITHKLINE
M0000010545,ULTRA C (VITAMINA C),Para estados de deficiencias de vitamina C,ROBBIN
M0000010546,UMECORTIL (GANCICLOVIR) PISA,Tratamiento de la retinitis por CMV citomegalovirus en pacientes inmunocomprometidos y para la prevención de la enfermedad por CMV en pacientes trasplantados con riesgo a desarrollarla,PISA
M0000010547,UNASYN IM/IV,Antibiótico de amplio espectro,PFIZER
M0000010548,UNASYN ORAL,Antibiótico de amplio espectro,PFIZER
M0000010549,UNGÜENTO MENTOLADO ESCOVAR,,ESCOVAR
M0000010550,UNGÜENTO MEREY,Antibiótico cutáneo,MEREY
M0000010551,UNGÜENTO S. LAZARO,Antiséptico, Protector cutáneo, Queratolítico,LAFONT
M0000010552,UNICLAR,Antialérgico,MSD
M0000010553,UNICLOX,Antibiótico,AMERICA
M0000010554,UNIDERM,Antibiótico tópico,GRUPO UNIPHARM
M0000010555,UNIGLIZ,Antimicótico,GRUPO UNIPHARM
M0000010556,UNIGLIZ NF,Antibacteriano, Antiinflamatorio, Antimicótico,GRUPO UNIPHARM
M0000010557,UNIPRIL,Antihipertensivo,FARMA COLOMBIA
M0000010558,URBADAN,Tranquilizante, Ansiolítico,SANOFI AVENTIS
M0000010559,UREADIN,Hidratante,ISDIN
M0000010560,URFADYNE RETARD,Antibacteriano de las vías urinarias,ZAMBON
M0000010561,URIAGE XEMOSE,Dermatocosmético,MEDIVELIUS
M0000010562,URIPUR,Antagonista de los adrenorreceptores Alfa 1A de próstata,BUSSIE
M0000010563,UROBERRY,Coadyuvante en el tratamiento y prevención de Infecciones del Tracto Urinario,NEVOX FARMA
M0000010564,UROCUAD,Antigotoso,ROCHE
M0000010565,UROFLAV,Antibiótico de amplio espectro,GARMISCH
M0000010566,UROPRAN,Espasmolítico vesical,TECNOQUIMICAS
M0000010567,UROXACIN,Analgésico específico de las vías urinarias,TECNOFARMA
M0000010568,URSACOL 300MG,Disolutor de cálculos biliares de colesterol,ZAMBON
M0000010569,URSOFALK,Antilitiásico,BIOTOSCANA
M0000010570,UTROGESTAN,Gestágeno,BIOPAS
M0000010571,UVEBLOCK 50+,Alta protección solar para pieles sensibles,SISCOL FARMA
M0000010572,UXICOLIN (SUXAMETONIO) PISA,Relajante de acción rápida y duración corta, Utilizado en intubación endotraqueal, laringoespasmo, endoscopia y manipulación ortopédica,PISA
M0000010573,VA-MENGOC-BC,Inmunización antimeningocócica,DELTA
M0000010574,VACUNA ANTITETANICA,Profilaxis antitetánica,DELTA
M0000010575,VADIRAL-GYNOPHARM,Antiherpético, antiviral,ABBOTT
M0000010576,VAES,Antivaricoso, Flebotrópico,BAWISS
M0000010577,VAGICORT,Antiinflamatorio, Antimicótico vaginal,ABBOTT
M0000010578,VAGINSOL,Vaginosis mixtas,CHALVER
M0000010579,VALCOTE,Epilepsia, enfermedad bipolar, migraña,ABBOTT
M0000010580,VALCOX,Tratamiento de la enfermedad de Alzheimer,GARMISCH
M0000010581,VALCYCLOR,Antiherpético,GRÜNENTHAL
M0000010582,VALERIS,Antibiótico, Antimicótico vaginal,FARMA COLOMBIA
M0000010583,VALIUM,Tranquilizante y ansiolítico,ROCHE
M0000010584,VALIXA,Enfermedad por citomegalovirus,ROCHE
M0000010585,VALKET,Antihistamínico,APOTECARIUM
M0000010586,VALKIR,Antivirales de acción directa,LEGRAND
M0000010587,VALNOC,Hipnótico,ABBOTT
M0000010588,VALPROLIFE,Antiepiléptico,BIOLIFE
M0000010589,VALPROSID,Antiepiléptico,BAGO
M0000010590,VALSAPREX,Antihipertensivo,GARMISCH
M0000010591,VALSAPREX H,Antihipertensivo,GARMISCH
M0000010592,VALSARTAN,Antihipertensivo,GENFAR
M0000010593,VALSARTAN + HIDROCLOROTIAZIDA,Antihipertensivo,GENFAR
M0000010594,VALSARTAN / AMLODIPINO MK,Antihipertensivos,MK
M0000010595,VALSARTAN HCT MK,Antagonista de los receptores de angiotensina II Diurético tiazídico,MK
M0000010596,VALSARTAN LA SANTE,Antihipertensivo,LA SANTE
M0000010597,VALSARTAN MK,Antagonista de los receptores de angiotensina II,MK
M0000010598,VALSUP,Epilepsia del tipo pequeño mal,SIEGFRIED
M0000010599,VALTAN,Antihipertensivo,ABBOTT
M0000010600,VALTAN-H,Antihipertensivo,ABBOTT
M0000010601,VALYC,Antiviral,GENFAR
M0000010602,VANAURUS (VANCOMICINA) PISA,Indicada en el tratamiento de infecciones que potencialmente ponen en peligro la vida del paciente causadas por bacterias susceptibles,PISA
M0000010603,VANCOMICINA-SUMICINA,Antibiótico,BLAU
M0000010604,VANNAIR 80/40,5 Y 160/4.5 MCG/INHALACION,Antiasmático,ASTRAZENECA
M0000010605,VARICELA BIKEN,Vacuna viva atenuada contra varicela,SANOFI-PASTEUR
M0000010606,VARILRIX,Inmunización activa,GLAXOSMITHKLINE
M0000010607,VARITECT 10%,Solución al 10% de inmunoglobulina humana hiperinmune para la profilaxis y el tratamiento de las infecciones por el virus de varicela-zóster,AMAREY
M0000010608,VAROFIL,Disfunción eréctil,COASPHARMA
M0000010609,VARTERAL,Antihipertensivo,PROCAPS
M0000010610,VARTERAL 320 MG,Antihipertensivo,PROCAPS
M0000010611,VARTERAL HCT,Antihipertensivo,PROCAPS
M0000010612,VASELASTIC,Flebotrópico, antivaricoso, terapia de los edemas periféricos,NOVAMED
M0000010613,VASERETIC,Antihipertensivo,MSD
M0000010614,VASIP,Vasodilatador periférico, Coadyuvante en el tratamiento de la demencia,GARMISCH
M0000010615,VASOFLEX,Antihipertensivo,BAGO
M0000010616,VASOLED,Antivaricoso,PRONABELL
M0000010617,VASOLED GEL,Antiinflamatorio,PRONABELL
M0000010618,VAX-SPIRAL,Inmunoterapia,DELTA
M0000010619,VAXDIL,Antihipertensivo,LICOL
M0000010620,VAXIDUO,Antibiótico ginecológico,PROCAPS
M0000010621,VAXIGRIP,Inmunización antigripal,SANOFI-PASTEUR
M0000010622,VAYAPLIN,Tratamiento de la disfunción eréctil,PROCAPS
M0000010623,VECTIBIX,Agentes antineoplásicos, anticuerpos monoclonales,AMGEN
M0000010624,VEDIPAL,Flebotrópico, Vasculoprotector,TECNOFARMA
M0000010625,VELCADE PARA INYECCION,Agente antineoplásico,JANSSEN-CILAG
M0000010626,VENACIR SOFTGEL,Antivaricoso, tratamiento sintomático de la insuficiencia venosa periferica,LACICO
M0000010627,VENADOL,Flebotrópico/Antivaricoso,ABBOTT
M0000010628,VENASFULL,Piernas Sanas y Bellas,NATURAL FRESHLY
M0000010629,VENASFULL MAX FORTE,Castaño de Indias - Para Piernas Sanas, Fitoterapéutico,NATURAL FRESHLY
M0000010630,VENASFULL MAX FORTE HERBAL,Piernas Sanas y Bellas,NATURAL FRESHLY
M0000010631,VENASTAT,Antivaricoso,BOEH.INGEL.
M0000010632,VENATIL,Angioprotector Integral,EUROETIKA
M0000010633,VENATIL GEL,Tónico frío para piernas cansadas,EUROETIKA
M0000010634,VENLAFAXINA MK,Antidepresivo, Inhibidor de la recaptación de Serotonina y noradrenalina,MK
M0000010635,VENLAFAXINA RETARD LA SANTE,Antidepresivo,LA SANTE
M0000010636,VENLAX,Antidepresivo, ansiolítico,BUSSIE
M0000010637,VENODIX,Fleboterápico, antivaricoso, terapia de los edemas periféricos,GRUINFACOL
M0000010638,VENOFER,Antianémico,FARMA COLOMBIA
M0000010639,VENOMAX,Insuficiencia Venosa,GARMISCH
M0000010640,VENOSCOL,Gel frío efervescente, con una acción hidratante y refrescante para piernas cansadas,FAES FARMA
M0000010641,VENOSMIL,Antivaricoso sistémico,FAES FARMA
M0000010642,VENOSTASIN,Venoterapéutico,BAGO
M0000010643,VENTAVIS,Vasodilatador arterial pulmonar,BHC - BAYER
M0000010644,VENTILAN JARABE,Agonista betaadrenérgico, Broncodilatador,GLAXOSMITHKLINE
M0000010645,VENTILAN OSP INHALADOR,Broncodilatador,GLAXOSMITHKLINE
M0000010646,VENTILAN SOLUCION PARA NEBULIZACION,Broncodilatador,GLAXOSMITHKLINE
M0000010647,VENTILAN TABLETAS,Broncodilatador,GLAXOSMITHKLINE
M0000010648,VERAPAMILO,Calcioantagonista, Antihipertensivo, Vasodilatador,GENFAR
M0000010649,VERAPAMILO MK,Antihipertensivo, calcioantagonista,MK
M0000010650,VERONIQ,Anticonceptivo oral,PROCAPS
M0000010651,VERONIQ MINI,Anticonceptivo oral,PROCAPS
M0000010652,VERORAB PASTEUR,Vacuna antirrábica inactivada, purificada y preparada en células vero,SANOFI-PASTEUR
M0000010653,VERSATIS 5%,Anestésico tópico,GRÜNENTHAL
M0000010654,VERTIGEN,Antihistamínico, Antivertiginoso,PROCAPS
M0000010655,VERTINON,Antagonista de los receptores H1,ADVANCEN PHARM.
M0000010656,VERTIX,Antivertiginoso,ABBOTT
M0000010657,VERUM TABLETAS 8, 16 Y 24MG,Antivertiginoso,GRÜNENTHAL
M0000010658,VESANOID,Tratamiento de leucemia promielocítica aguda,ROCHE
M0000010659,VFEND,Agente antifúngico triazólico,PFIZER
M0000010660,VIAGRA,Tratamiento de la disfunción eréctil,PFIZER
M0000010661,VIBAZINA,Antiemético, Antihistamínico,PFIZER
M0000010662,VIBRAMICINA,Antibiótico de amplio espectro con intensa penetración tisular,PFIZER
M0000010663,VICAL A + E,Suplemento dietario,ECAR
M0000010664,VICAL VITAMINA C,Suplemento vitamínico,ECAR
M0000010665,VICAL VITAMINAS Y MINERALES,Suplemento dietario,ECAR
M0000010666,VICITRA,Tratamiento de las deficiencias de vitamina C,NOVAMED
M0000010667,VICTOZA 6MG/ML,Análogo de GLP-1 humano,NOVO NORDISK
M0000010668,VICTRELIS,Inhibidor de proteasas,MSD
M0000010669,VIGADEXA,Antimicrobiano/Corticosteroide,ALCON
M0000010670,VIGAMOX,Tratamiento de la conjuntivitis bacteriana,ALCON
M0000010671,VIGIA,Promotor de la vigilia,PROCAPS
M0000010672,VIGORDAY,Suplemento dietario a base de L-arginina, jalea real liofilizada, Vitamina E y Zinc,PRONABELL
M0000010673,VILFAX XR,Antidepresivo,APOTECARIUM
M0000010674,VILIPEN,Antimicrobiano,LEGRAND
M0000010675,VIMPAT,Antiepiléptico,BIOPAS
M0000010676,VINBLASTINA,Antineoplásico,BLAU
M0000010677,VINCRISTINA,Antineoplásico,BLAU
M0000010678,VINORELBINA,Antineoplásico,BLAU
M0000010679,VIPLENA,Multivitamínico prenatal con omega 3 DHA y EPA,ABBOTT
M0000010680,VIRACEPT,Inhibidor de proteasas,ROCHE
M0000010681,VIRALCURE,Antiviral,VITALIS
M0000010682,VIRAMUNE,Antirretroviral,BOEH.INGEL.
M0000010683,VIRAOFTAL,Antiviral oftálmico,BLASKOV
M0000010684,VIRATAZ,Atazanavir, Inhibidores de la Proteasa, Ritonavir, Inhibidores de la Proteasa,LEGRAND
M0000010685,VIRDOL,Antigripal,GRUINFACOL
M0000010686,VIRDOL-F,Antigripal,GRUINFACOL
M0000010687,VIREX INYECTABLE,Antiherpético,GRÜNENTHAL
M0000010688,VIREX TABLETAS Y SUSPENSION,Antiherpético,GRÜNENTHAL
M0000010689,VIREX UNGÜENTO Y CREMA VAGINAL,Antiherpético,GRÜNENTHAL
M0000010690,VIROLIPS,Antiinflamatorio bucofaríngeo,GRUINFACOL
M0000010691,VISANNE 2MG,Tratamiento de endometriosis,BAYER
M0000010692,VISCOTEARS,Lágrima artificial,ALCON
M0000010693,VISEP,Antivertiginoso,SIEGFRIED
M0000010694,VISOCAPS,Suplemento de vitaminas y minerales,PROCAPS
M0000010695,VISTAGAN,Antiglaucomatoso,ALLERGAN
M0000010696,VISUDYNE,Citotóxico,NOVARTIS OPHT.
M0000010697,VITACEREBRINA FINLAY,Suplemento multivitamínico con minerales,FINLAY
M0000010698,VITACNOVA,Antioxidante,HUMAX
M0000010699,VITAFOS,Alimento en polvo con vitaminas y minerales que brinda una nutrición completa y balanceada para niños por encima de 10 años y adultos,FAES FARMA
M0000010700,VITAFOS JUNIOR,Alimento en polvo con vitaminas y minerales que brinda una nutrición completa y balanceada para niños de 1 a 10 años,FAES FARMA
M0000010701,VITAL TRANFER,Inmunoterapia,ASHER PHARMA
M0000010702,VITALJECT,Complejo vitamínico B,VITALIS
M0000010703,VITALUX PLUS LIBERACION PROLONGADA,Suplemento vitamínico - mineral,ALCON
M0000010704,VITALUX PLUS OMEGA 3,Suplemento vitamínico - mineral,ALCON
M0000010705,VITAMINA B12,Suplemento nutricional,ECAR
M0000010706,VITAMINA B12,Multivitamínico,RECIPE
M0000010707,VITAMINA C,Suplemento vitamínico,ECAR
M0000010708,VITAMINA C,Antioxidante, Suplemento nutricional,GENFAR
M0000010709,VITAMINA C PLUS ROSE HIPS SUNDOWN,Vitamínico,SUNDOWN NAT.
M0000010710,VITAMINA D3 DE MINERALIN,Deficiencia de vitamina D3,MINERALIN
M0000010711,VITAMINA E - SUNDOWN,Vitamínico,SUNDOWN NAT.
M0000010712,VITAMINA E BAWISS + SELENIO,Antioxidante, Vitamínico,BAWISS
M0000010713,VITAMINA E PROCAPS,Suplemento vitamínico,PROCAPS
M0000010714,VITAMINA E SELENIO PROCAPS,Suplemento vitamínico,PROCAPS
M0000010715,VITAMINA K,Anticoagulante,ECAR
M0000010716,VITAMINA K1,Antihemorrágico,CARLON
M0000010717,VITAMINAS ATLAS,Vitamínico,APOTECARIUM
M0000010718,VITAMINAS Y MINERALES CON MACA,Aumenta los niveles de energía tanto física como mental,MINERALIN
M0000010719,VITATRIOL,Antibiótico oftálmico, Corticosteroide,VITALIS
M0000010720,VITIAM TABLETAS,Suplemento dietario,BAWISS
M0000010721,VITIFER JARABE,Multivitamínico con Hierro y Zinc,CARIBE
M0000010722,VITIFER PLUS,Multivitamínico con Hierro, Magnesio y Zinc,CARIBE
M0000010723,VITYBELL,Suplemento dietario,PROCAPS
M0000010724,VOLTAREN,Analgésico, Antiinflamatorio no esteroide,NOVARTIS
M0000010725,VOLTAREN 150MG,Analgésico, Antiinflamatorio no esteroide,NOVARTIS
M0000010726,VOLTAREN OPHTHA,Antiinflamatorio no esteroidal para aplicación tópica oftálmica,ALCON
M0000010727,VOXAMIN,Antidepresivo, antiobsesivo,INCOBRA
M0000010728,VPRIV,Vpriv®está indicado para la Terapia de Reemplazo Enzimático a largo plazo en pacientes pediátricos y adultos con Enfermedad de Gaucher tipo 1,SHIRE COLOMBIA
M0000010729,VULSIVAN,Anticonvulsivo,SIEGFRIED
M0000010730,VYTORIN,Hipolipemiante,MSD
M0000010731,WARFALIFE,Anticoagulante,BIOLIFE
M0000010732,WARFARINA MK,Agente anticoagulante coumarínico,MK
M0000010733,WARFARINA SODICA,Anticoagulante,HUMAX
M0000010734,WASSER CIPRO,Antibiótico,MK VISION
M0000010735,WASSERCROM,Antialérgico,MK VISION
M0000010736,WASSERKET,Antihistamínico, Antialérgico,MK VISION
M0000010737,WASSERVOLT,Antiinflamatorio no esteroideo,MK VISION
M0000010738,WELLBUTRIN XL,Antidepresivo,GLAXOSMITHKLINE
M0000010739,WINADEINE / WINADEINE F,Analgésico, antipirético,SANOFI AVENTIS
M0000010740,WINADOL,Analgésico, Antipirético,LACICO
M0000010741,WINADOL FORTE,Analgésico, Antipirético,LACICO
M0000010742,WINRHO SDF,Agente para inmunización pasiva y tratamiento de la púrpura trombocitopénica idiopática (PTI),AMAREY
M0000010743,WINTOMYLON,Antibiótico,SANOFI AVENTIS
M0000010744,WINTOMYLON SUSPENSION,Antibiótico,SANOFI AVENTIS
M0000010745,WINTREX,Analgésico, antiinflamatorio no esteroide,GIMED
M0000010746,X-PECTORYL,Expectorante, Antitusivo,AMERICA
M0000010747,XALACOM,Reducción de la presión intraocular,PFIZER
M0000010748,XALAR,Antiasmático,PROCAPS
M0000010749,XALATAN,Reducción de la presión intraocular,PFIZER
M0000010750,XANAX,Ansiolítico, Desórdenes relacionados con el pánico,PFIZER
M0000010751,XARELTO,Antitrombótico,BHC - BAYER
M0000010752,XATRAL OD,Tratamiento de la hiperplasia benigna de próstata,SANOFI AVENTIS
M0000010753,XELODA,Citostático,ROCHE
M0000010754,XEMIZOL,Amebiasis, tricomoniasis,SERES
M0000010755,XENICAL,Inhibidor de la absorción de grasas,ROCHE
M0000010756,XEROGRAS,Tratamiento de la Obesidad,GALENO QUIMICA
M0000010757,XEROLYS 50,Cuidado de las callosidades e hiperqueratosis localizadas,EUROETIKA
M0000010758,XETIL FLUOXETINA HUMAX,Antidepresivo,HUMAX
M0000010759,XICANDOL,Analgésico, antiinflamatorio,CHALVER
M0000010760,XIFEN,Antihipertensivo,GARMISCH
M0000010761,XIFEN H,Antihipertensivo,GARMISCH
M0000010762,XILBAC,Antibiótico bactericida de amplio espectro,GENFAR
M0000010763,XITUCIRA,Antiepiléptico,SANOFI AVENTIS
M0000010764,XOFIGO,Oncológico,BAYER
M0000010765,XOLAIR,Tratamiento para el asma,NOVARTIS
M0000010766,XYNTHA,Anticoagulante, Antihemofílico,PFIZER
M0000010767,YAEL,Anticonceptivo oral,PROCAPS
M0000010768,YASMIN,Anticonceptivo oral,BHC - BAYER
M0000010769,YASMINIQ,Anticonceptivo oral,BHC - BAYER
M0000010770,YAX,Anticonceptivo oral combinado,ABBOTT
M0000010771,YAXIBELLE,Anticonceptivo oral combinado,ABBOTT
M0000010772,YODOPOVIDONA,Antiséptico, Bactericida,GENFAR
M0000010773,YODOPOVIDONA DIOXODIN BUCOFARINGEO,Antiséptico Bucofaríngeo,JGB
M0000010774,YODOPOVIDONA DIOXODIN ESPUMA,Antiséptico de uso externo,JGB
M0000010775,YODOPOVIDONA DIOXODIN SOLUCION,Antiséptico de uso externo,JGB
M0000010776,YODOSALIL,Alivio de dolores musculares y golpes,MK
M0000010777,YONDELIS,Antineoplásico,JANSSEN-CILAG
M0000010778,YOVIDONA,Antiséptico,INCOBRA
M0000010779,ZADITEN,Antiasmático, Antialérgico,NOVARTIS
M0000010780,ZADITEN COLIRIO,Antihistamínico, Antialérgico,ALCON
M0000010781,ZALAIN 2% CREMA,Tratamiento tópico de las micosis superficiales de la piel,ELIMERA
M0000010782,ZALAIN OVULOS,Tratamiento de la micosis vulvovaginal, en especial de la candidiasis,ELIMERA
M0000010783,ZALDIAR,Analgésico,GRÜNENTHAL
M0000010784,ZANTAC,Antiulceroso,GLAXOSMITHKLINE
M0000010785,ZAPEN,Neuroléptico con acción antipsicótica,SIEGFRIED
M0000010786,ZARET,Antibacteriano azálido sistémico,BUSSIE
M0000010787,ZAS,Antigripal,COASPHARMA
