codigo_medicamento,nombre_medicamento,grupo_medicamento
AN30007,Vaso plastico Desechable de 9 onzas  x 25 unidades  Marca Linea Optima,AN3
AN10142,Pegante en Barra de 40 g,AN1
AN10103,Resaltador Amarillo,AN1
AN10102,Resaltador Verde,AN1
AN10188,Rotulo Color Amarillo,AN1
AW60097,Champu Jhonson Original Frasco x 200 mL (FS),AW6
AW60098,Tetero  Sonajero Con Asas x 5 Onzas Mommytos  (FP),AW6
AW60099,Aceite Johnson Frasco x 300 mL (FS),AW6
AN20042,Vinilpel de 12 x 600m Rosado,AN2
R060053,Mareol 50 mg Tirilla x 4 Tableta (Dimenhidrinato) (FS),R06
R060054,Pasedol 50 mg Tableta (Dimenhidrinato) (FP),R06
V030020,Vick Vaporub x 12 g (Alcanfor/Aceite de eucaliptus/Mentol 5.2%/1.2%/2.8% Unguento) (FP),V03
AN10132,Tijera Para Modisteria de 7,AN1
AN10267,Tijera Punta Roma Surtidas,AN1
AN10576,Etiqueta Termica 6x3 cms - Rollo x 1800 Unidades,AN1
AW60384,Cepillo Dental Pro Tiktok x Unidad MEDIO (FS),AW6
AW60389,Papel Higienico Familia Alcolchamax Megarollo (FS),AW6
AW60392,Colgate Plax Soft Mint Frasco x 250 mL (FS),AW6
AW60394,Pañuelo De Bolsillo Familia CUIDADO GRIPAL (FS),AW6
AW60405,Champu Johnson Original Potex100mL (FS),AW6
AW60412,Desodorante Rexona Clinical Women Clasico potex48g (FS),AW6
AW60413,Desodorante Rexona Clinical Men Clean Potex48g Azul (FS),AW6
AN10573,Sello Automatico Trodat S-542,AN1
AN10557,Sello Automático 4911 37 X 14mm Trodat,AN1
AN10570,Sello Automático 4912 47 X 18mm Trodat,AN1
BJ90095,Sistema Contacto Permanente Sil,BJ9
AW60429,Crema Para Peinar Johnson Baby Potex200mL (FS),AW6
AW60344,Enhebradores De Seda Dentoline Pqtx24 (FS),AW6
AW60354,Champu J&j Brillo Cabello Oscuro Romero y Quina Potex200ml (FS),AW6
AW60355,Cepillo Interproximal Dentoline Paquete x 3Unidades (FP),AW6
AW60333,Pañuelos Desechables Triple Hoja Caja x 60 Familia (FP),AW6
AS50362,Tuberia PVC de 1/2 Electrica,AS5
BE10069,Rodillera Elastica Cerrada Talla S Ref - 18623 N Kamex (Drog),BE1
BE10088,Faja Lumbo Sacra Talla S (FP),BE1
AW60521,Crema Colgate Sensitive Blanqueador Tubo x 73 mL (100g) (FP),AW6
V060210,Nestogeno 2 Tarro x 800 g Polvo para Reconstituir (FP),V06
AW60443,Mordeddor de silicona infant-T,AW6
AW60446,Desodorante Rexona men V8 Rollon x 30 mL (FS),AW6
AW60447,Desodorante Rexona Bamboo WOMEN Rollon x 50ml (FS),AW6
D010036,Loceryl 5% Laca Frasco x 2.5 mL (FP),D01
AW30200,Kelo-Cote Gel Tubo x 15 g (Drog),AW3
AO50254,Adaptador de Corriente (FP),AO5
AW60485,Desodorante Rexona Women Bamboo Mini-Rollon x 30 mL (FP),AW6
V060156,Nestum Trigo-Miel Caja x 200 g Polvo para reconstituir (FS),V06
BE10121,Media Pantalon Con Gradiente de Presion 20-30mm Talla L Beige Mujer No-varix Ref-10106105 ( Drog ),BE1
A020063,Mylanta Dos Menta 400 mg/400 mg/30 mg Suspensión Oral Frasco x 240 mL  (Hidróxido Al/Mg/Simet) (Drog,A02
BE10123,Media Pantalon Con Gradiente De Presion 15-20 Vison  Dama Talla M  No-varix Ref-10106443 ( Drog ),BE1
R050061,Docefal 500 mg/10 mg/30 mg/2 mgTiri x 10 Tabl (Acetami/Fenilefri/Cafeina anhidra/Clorfen (VMR) (FP),R05
R050064,Pax Día Sobre x 6 g (FP),R05
D020014,Acid Mantle 0.05% Crema Tubo x 60 g (Acetato de aluminio)(Drog),D02
A110057,Vitacerebrina Finlay Jarabe Frasco x 180 mL (Vitacebrina ) (FS),A11
AW30205,Afelius Oil Free Tubo x 60 g ( Drog ),AW3
AW50012,Today Triple Placer Paquete x 3 (FS),AW5
AW60500,Maquina Afeitar Prestobarba 3 hojas (FS),AW6
D060040,Kinor Nf Solución Topica Frasco x 10mL (Ácido salicílico 20% ácido láctico 5%)(FP),D06
S010160,Humylub Ofteno (1 mg + 1.8 mg)/mL Sln oftalmica Frascox15mL(Hialuronato de Na/Condroiti (Drog) [RG],S01
D080010,Bactroderm  Gel Antibacterial Tópico Pote x 1000mL  (Alcohol glicerinado) (FP),D08
S010177,Tobraoftal D 0.3%/0.1% Suspensión Oftalmica Frasco gotero x 5 mL (Tobramicina/Dexametasona)(FP),S01
BE10130,Ortesis Dinamica Adulto Para Miembro Superior (O:T) (Institucional Drog),BE1
AW30223,Lipiel Syndet Frasco x 220 mL (FP),AW3
AO50386,Soporte en Madera Para Monitor,AO5
A060040,Contumax 255 g Polvo para reconstituir Caja x 15 Sobres (Polietilenglicol 3350) (FP),A06
M010128,Calmidol Max 400 mg/65 mg Tirilla x 8 Gragea (Ibuprofeno/Cafeina)(FP),M01
AW60526,Acondicionador Sedal Keratina Antioxidante Sachet x 12 mL (FS),AW6
M030029,Metocarbamol 750 mg Tableta Memphis (Drog),M03
BE10140,Media Gradiente Hombre15-20  Talla  M No-varix Negra Ref-10106613 (Drog),BE1
AZ10129,Media Elástica A Medida (Drog),AZ1
R050069,Tabcin Active 250/5/10/2mg Tirilla x 4 Capsulas Líq (Acetaminofen/Felnilefri/Dextrome/clorfenir (FP),R05
R060071,Cetirizina 10 mg/mL Solución oral Frasco x 15 mL (Genfar) (FP),R06
C020031,Clonidina Clorhidrato 150 mcg  Tableta Genfar (Drog),C02
R060073,Desloratadina 2.5 mg/5 mL Suspensión oral Frasco x 60 mL Genfar (FP),R06
C030015,Espironolactona 25 mg tableta Genfar (Drog),C03
BE10139,Media Gradiente 15-20mmHg Dama a la Rodilla Beige Talla M No-varix Ref-10107503 (Drog),BE1
D020026,Acetato de Aluminio 2.2% Polvo Topico Sobre Genfar ( Drog ),D02
D070065,Mometasona furoato 0.1% Crema Tubo x 15g Genfar(FP),D07
N080099,Lorazepam 2 mg Tableta Genfar (FS),N08
G030080,Yasminiq 3 mg/0.02 mg  Cajax28 Tabletas ( Drospirenona/Etinilestradiol ) (RG) (FP),G03
B010051,Xarelto 10 mg Tableta ( Rivaroxaban ) [AR-RG] (Drog),B01
R050074,Paracodina  2.42 mg/mL (0.242%) jarabe Frasco x 120 mL (Dihidrocodeína bitartrato) (FP),R05
M010139,Ibuprofeno 800 mg Tableta Genfar (Drog),M01
R060075,Ketotifeno 1 mg/5 mL (0.02%) jarabe Frasco x 100ml Genfar (FP),R06
M020022,Voltaren Emulgel 1.16%  Tubo x 30g ( Diclofenaco ) [Drog],M02
H020048,Kenacort - A 10 mg/mL Suspensión Inyectable Intra articular Vial x 5mL ( Triamcinolona )(Drog),H02
R060080,Difenhidramina 12.5 mg/5 mg Suspensión Oral Frasco x 120mL Licol (Drog),R06
A060041,Lactulax 10g/15mL  Jarabe Sobre x 15mL ( Lactulosa ) (Drog),A06
R060081,Allegra 180 mg Tableta ( Fexofenadina )(FP),R06
G030089,Cyclofem 25 mg/5 mg Suspensión Inyectable Ampolla x 1mL ( Medroxiprogeste/Estradiol ) [RG] (FP),G03
R060070,Cetirizina Kids 1 mg/mL Suspensión Oral Frasco x 60 mL Genfar (FP),R06
A120038,Biocalcium D 500 mg/200 Unid Polvo efervesc Sobre ( Carbonato de clacio/Vitamina D3 ) (FP),A12
D040010,Roxicaina  2% Jalea Tubo x 30 mL ( Lidocaina clorhidrato ) (Drog),D04
H030024,Tapazol 5 mg Tableta (Metimazol) (FP),H03
D100036,Isoface 10 mg Capsula ( Isotretinoina )(FP),D10
B030035,Acido Folico 5 mg Tableta Ecar (FP),B03
N050074,Sinogan 40 mg/mL (4%) Solución Oral Frasco x 20mL ( Levomepromazina ) (FP),N05
S010185,Freegen 0.5% Solucion Oftalmica Frasco x 15 mL (Prepak + 10mL) ( Carboximetilcelulosa sodica )(FP),S01
C080044,Nimodipino 30 mg tableta M.K (Drog),C08
H030025,Eutirox 100 mcg tableta ( Levotiroxina sódica ) (FP),H03
D060051,Fucicort  0.02 g/0.001/ g  Crema Tubo x 15g ( Acido fusidico/Betametasona ) (Drog),D06
S010188,Oticaina 2% Solucion Otica Frasco Gotero x10mL ( Benzocaina )  (FP),S01
A070045,Enterogermina 400 Millones de Unid/mL Sln Oral Ampolla bebiblex 5mL ( Bacilos lácticos )  (FP),A07
C030020,Hidroclorotiazida 25 mg Tableta Genfar (FS),C03
B010049,Clopidogrel 75 mg Tableta Genfar [RG] (Drog),B01
H020043,Deflazacort 30 mg Tableta Genfar (Drog) [RG],H02
M010133,Diclofenaco 1% Gel Topico Tubo x 50g Genfar(FP),M01
M010134,Diclofenaco sódico 50 mg Tableta Recubierta  Genfar (Drog),M01
J020036,Fluconazol 150 mg Caja x 1 Cápsula Genfar ( FP ),J02
N050073,Theralite 300 mg Tableta ( Litio carbonato ) (Drog),N05
H020051,Astonin H 0.1 mg Tableta ( Fludrocortisona ) (FP),H02
H030030,Eutirox 75 mcg Tableta ( Levotiroxina ) ( FP ),H03
A090007,Sal de Frutas Lua 2.83/1.35/0.82g Sobre Polvo Efervescen(Bicarbo sodio/Ac tartá/Ac citri) (FP),A09
AW20084,Huggies Little Swimmers x unidad Talla M (Piscina) (FP),AW2
AW30229,Autobronceador Nude  Crema Sobre x 20mL (FP),AW3
H020052,Prednisona 50 mg Tableta M.K (Drog),H02
N050075,Haloperidol 2 mg/mL (0.2%) Solución Oral Gotas x 20mL Humax ( FP ),N05
N060092,Moltoben 20 mg/5 mL (como base) Solución Oral (Fluoxetina) (FP),N06
A020084,Talcid [100 mg/mL] Suspensión Oral Frasco x 150mL (Hidrotalcita)(FP),A02
G040059,Viagra 50 mg Tableta (Sildenafil) (FP) [VMR],G04
J010236,Zitromax 500 mg Tableta (Azitromicina)(FP),J01
V060173,Ensure  Fos Vainilla Polvo Para Reconstituir Lata x 400g (FP),V06
C050026,Proctoglyvenol 400 mg/40 mg Supositorio (Tribenósido/Lidocaina) (FP),C05
D040009,Nene-dent 0.5% Solución oral frasco gotero x 10 mL (Lidocaina) (FP),D04
AW30224,Sodermix Crema Tubo x 30g (Drog),AW3
AW30225,Sprainer Solución Espumosa Parpados y Pestañas Frasco x 80 mL + 120 Aplicadores (FS),AW3
N020081,Advil ultra 200 mg/65mg Tirilla x 4 CApsulas (Ibuprofeno/Cafeina) (Drog),N02
AW40149,Lubriderm Men´s Crema Liquida Fragancia Ligera Pote x 400mL (FS),AW4
AW60556,Champu Tio Nacho Herbolaria Milenaria Pote x 415mL (FP),AW6
J010251,Cipro 500 mg Tableta (Ciprofloxacina (clorhidrato)) (FP),J01
A010023,Benzirin Verde Aseptic 1.5mg/mL Aerosol Frascox120mL (Benzidamina) (FP),A01
A020083,Leche De Magnesia  8.5 g/100 mL Solucion Oral Frasco x 120mL (Hidróxido de magnesio) M.K ( FP ),A02
D010041,Baycuten N 1g/0.5 g/0.04 g x 100g Crema Tubo x 20g (Clotrimazol/Neomicina/Dexametasona)  (FP),D01
D010042,Lamisil 1% Crema Topica Tubo x 15g (Terbinafina ) (FP),D01
R060084,Clorfeniramina maleato 4 mg Tableta Ecar (FP),R06
A100059,Apidra Solostar 100 Unidades/mL Solucion iny Lapicero x 3 mL (Insulina GLULISina) [*-AR-RG] (FS),A10
M010160,Ketorolaco trometamina 30 mg/1 mL Solución Inyectable Genfar(FP),M01
M010162,Voltaren 75 mg/3 mL Solución Inyectable (Diclofenaco sódico) (FP),M01
D020027,Domeboro Polvo Sobre x 2.2g  (Aluminio Acetato) (FP),D02
AW20086,Pañal Tena Slip Ultra Talla M Unidad (FP),AW2
J010247,Levofloxacina 500 mg Tableta Genfar (FS),J01
N020108,Migrinon Tirilla x 5 Tabletas Recubiertas (Dipirona 300mg+Isometepteno 30mg+cafeina 30mg)(FP),N02
G040068,Cialis 20 mg Tableta (Tadalafilo)(FP),G04
AW60553,Gel De Afeitar Nivea Sensitive For Men Pote x 200mL (FP),AW6
A060050,Dulcolax 5 mg gragea (Bisacodilo) (FP),A06
D010037,Unesia 1% Crema Tópica Tubo x 20g ( Bifonazol )(FP),D01
A110121,Pediavit Zinc Solucion oral Frasco x 10 mL (Suplemento vitaminico con minerales) (VMR) (FP),A11
M040011,Alopurinol 100 mg Tableta Mepmphis (FP),M04
D060052,Fucidin  2% Crema Tópica Tubo x 15g ( Ácido fusidico )(FP),D06
A020082,Hidroxido De Aluminio/Magnesio+Simeticona (1600 mg/250 mg/83 mg)/5 mL Sus Oral x150mL Coaspha (FP),A02
G040061,Tamsulosina 0.4 mg Capsula Liberacion Prolongada (Genfar) (Drog),G04
M010161,Lertus Forte 50 mg/50 mg Tableta (Diclofenaco/Codeina)(Drog),M01
AW30231,Frex Clean-T Frasco x 80mL + 100 Gasas (FP),AW3
A110108,Neurobion Gragea (Vitamina B1/B6 100 mg/150 mg)  (FP),A11
N020105,Dolex Niños  2+ 100 mg Tableta Masticable  (Acetaminofen) (Drog),N02
R060088,Allegra Pediatrico 30 mg/5 mL Suspensión Oral Frasco x 150mL (Fexofenadina)(FP),R06
N080104,Rivotril  0.5 mg Tableta (CLONAzepam)  (FP),N08
B030041,Iofi Cápsula (Fumarato ferroso/Acido folico/Acido ascorbico 185 mg/0.4 mg/70 mg) (FP),B03
AW60541,Crema Ultra Corega Tubo x 20g (FS),AW6
AW20085,Pañal Tena Slip Ultra Talla L Unidad (FP),AW2
A110110,Aquasole - E 800 Unidades Capsula (Vitamina E) (FP),A11
C070054,Carvedilol 12.5 mg Tableta Genfar [RG] (FS),C07
A090008,Alka-Seltzer Extreme 3340mg Sal Efervescente Sobre (FP),A09
BE10146,Prenda Compresiva A Medida Tipo Pantalon (Green B) Cod GBPC404) (Institucional Drog),BE1
BE20041,Ferula Fascitis Plantar (Nocturna) (INstitucional Drog),BE2
AW60547,Acondicionador Sedal  Rizos Definidos Pote x 340mL (FP),AW6
A110112,Z-full Tableta (Vitamina A C Complejo B y Zinc)  (VMR) (FP),A11
D100039,Tretinex 20 mg Capsula ( Isotretinoina )(FP),D10
H020053,Medrol 16 mg Tableta (Metilprednisolona) (Drog),H02
BE10148,Media Gradiente Dama15-20 mmhg Talla-XL Beige a la Rodilla No-varix Ref-10107506 (Drog),BE1
H020041,Betametasona (Fosfato Disódico) 4 mg/mL  Solucion Inyectable Ampolla x 1 mL  Genfar ( Drog),H02
J010223,Trimetoprim/Sulfametoxazol 80/ 400 mg Tableta Genfar (Drog),J01
G030079,Yasmin  3 mg/0.03mg  Caja x 21 Tabletas ( Drospirenona/Etinilestradiol ) (RG) ( FP ),G03
A120039,Kidcal Suspens Oral x 180mL (Carbonato calcio 750mg/Vitamina D3 100 UI/Oxido zinc 9.33 mg) (FP),A12
G030081,Diane 35 2 mg/0.035 mg Caja x 21 Grageas (  Ciproterona acetato/Etinilestradiol ) (RG) ( FP ),G03
C100041,Colestiramina 4 g Polvo Para Reconstituir Sobre Genfar (FP),C10
D060047,Acido Fusidico 2% Crema Topica x 15g Genfar(Drog),D06
R030084,Montelukast 10 mg Tableta Genfar [RG] (FP),R03
M020021,Piroxicam 0.5% Gel Topico Tubo x 40g Genfar (FP) [VMR],M02
D060048,Sulfadiazina De Plata 1%  Crema Tópica Tubo x 30g Genfar  (FP),D06
N020089,Tramadol Clorhidrato 100 mg/mL (10%) Solución Oral Frasco x 10 mL (300 gotas) Genfar  (FP),N02
V030051,Oscillococcinum 200 K Cajax 6 Dosis (Anas barbariae hepatis et cordis extractum) (FP),V03
A020078,Milpax Cereza 2.5 g Suspensión Oral Frasco x 360mL ( Alginato/Bicarbonato/Calcio )  (FP),A02
B030032,Sulfato Ferroso 300 mg Tableta Laproff (FP),B03
G030086,Yax  3 mg/30 mg Caja x 21 Tableta ( Drospirenona/Etinilestradiol ) (RG)( FP ),G03
A110104,Complejo B Gragea (Vitamina B1/B2/B6/B12 10 mg/10 mg/20 mg/50 mg )  Ecar  (Drog),A11
S010186,Prefox T 1% + 0.12% Suspensión Oftálmica Frasco x 5mL ( Prednisolona + Fenilefrina ) Drog),S01
A020079,Dip  1 g/5 mL Suspensión Oral Frasco x 200mL ( Sucralfato ) (FP),A02
H020054,Medrol 4 mg Tableta (Metilprednisolona) (Drog),H02
N030084,Gabapentina 400 mg Cápsula MK [RG] (FP),N03
V030052,Calendula 500mg Frasco x 100 Tabletas (Calendula officinalis) Botanitas (Drog),V03
G030076,Microgynon (150/30) mcg Caja x 21 Gragea  ( Levonorgestrel/Etinilestradiol ) (Drog) [RG],G03
A030076,Buscapina Compositum NF 2 mg/100 mg Solucion Oral Frasco x 30mL ( Hioscina buti/Acetaminofen ) (FP),A03
V060164,Pediasure Chocolate Lata x 400g Polvo Para Reconsituir (FP),V06
R050076,Fluimucil 200 mg Polvo granulado Sobre ( Acetilcisteína )(FP),R05
C050025,Reparil  1%/5% Gel Topico Tubo x 30g ( Escina/Salicilato de dietilamina) (VMR) (FP),C05
G030088,Provera 5 mg tableta ( Medroxiprogesterona acetato ) (FP) [RG],G03
R030088,Ventilan 100 mcg/dosis Aerosol Para Inhalación x 200 Dosis  (Salbutamol ) (FP),R03
N010036,Lidoprocto 60 mg/5 mg Supositorio (Lidocaina/Hidrocortisona) (FP),N01
A100053,Lantus Solostar 100 Unidades/mL Solución Inyect Lapicero x 3 mL (Insulina GLARGina) [*-AR-RG] (FS),A10
N030082,Sabril 500 mg Tableta (Vigabatrin) [RG] (Drog),N03
M010152,Calmidol Compuesto 200mg/30mg Capsula (Ibuprofeno/Cafeina) (FP),M01
G030092,Facetix 2mg/0.035mg Cajax21 Grageas (Ciproterona/Etinilestradiol) (RG) (FP),G03
N020101,Dipirona Sódica 500 mg Tableta Ecar (FP),N02
R010032,Oximetazolina 0.25 mg/mL (0.025%) Solución Nasal MK (FP),R01
G040060,Bladuril  200 mg Gragea (Flavoxato) (FP),G04
D060054,Sulfaplata 1% crema Pote x 60g (Plata sulfadiazina) (FP),D06
J020039,Diflucan 150 mg Cápsula (Fluconazol) (FP),J02
R010033,Oximetazolina 0.5 mg/mL (0.05%) Solución Nasal Frasco x 15 mL M.K (Drog),R01
C070051,Carvedilol 6.25 mg Tableta Genfar [RG] (FP),C07
A020085,Pepsamar 234mg Tableta Masticable (Aluminio hidróxido) (FP),A02
AN10680,Tinta Para Sello Roja,AN1
AW60543,Champu Tio Nacho Manzanilla (Aclarante) Pote x 415mL (FP),AW6
AW20088,Pañal Huggies ActiveSec Etapa 3/G Paquete x 52 Unidades (9 a 12.5 Kilos) (FS),AW2
D040011,Caladryl Clear Locion Transparente Frascox100mL (Pramoxina/Acetato de zinc 1%/0.1%) (FS),D04
R050082,Privatos 0.7%/0.1% Solucion Oral Frasco x 120mL (hedera helix 0.7%/propoleo 0.1%) (FP),R05
N080109,Xanax 0.5 mg tableta (Alprazolam)  (FP),N08
V060177,Ensure Fos FRESA Tarro x400g Polvo Para Reconstituir (FP),V06
D070074,Clobetasol 0.05% Crema Tubo x 30g Genfar(Drog),D07
B010057,Xarelto 20 mg Tableta (Rivaroxaban) [RG] (Drog),B01
A060051,Ciruelax 4.40 g/ 2.20 g Jalea Frasco x 150 g (Sen tinnevelly/Sen de alejandria) (FP),A06
S020015,Fixamicin Dexacipro 0.3%/0.1% Suspension Otica Frascox 7.5mL (Ciprofloxacina/Dexametasona)  (FP),S02
D070075,Advantan  0.1% Crema Tubo x 15g (Metilprednisolona aceponato)(FP),D07
N080101,Rivotril 2.5 mg/mL solución oral Frasco x 20mL (600 gotas) (Clonazepam)   (Drog),N08
A020086,Pepsamar 6% Suspensión Oral Frasco x 150mL (Aluminio hidróxido) (Drog),A02
AW60532,Cepillo Colgate 360 Suave 2x1 (FP),AW6
J010204,Azitromicina 200 mg/5 mL Polvo Para Suspensión Oral Frasco x 15mL Genfar(FP),J01
C090093,Candesartan 8 mg Tableta Genfar [RG] (FP),C09
R030085,Atrovent  HFA 0.02 mg/dosis Aerosol para inhalación  Frasco x 10 mL (Ipratropio bromuro) (FS) [RG],R03
N080103,Ativan 1 mg Tableta (LORAzepam)  (FP),N08
M020025,Benzirin Rosa 0.49 g Polvo Sobre (Benzidamina)(FP),M02
AW40151,Lubriderm Reparacion Intensiva Pote x 400mL(FS),AW4
R060083,Allegra 120 mg Tableta (Fexofenadina)(FP),R06
A100056,Glucophage XR 750 mg Tableta Liberacion Prolongada (Metformina )  (FP),A10
N030069,Keppra 100 mg/mL Suspension Oral Frasco x 300mL (Levetiracetam) [RG] (FP),N03
A060043,Travad Oral Laxante Frasco x 133mL (Fosfato de sodio Dibasico-Monobasico) (Drog),A06
S010191,Freegen Gel 1%  Solucion Oftalmica  Frasco Gotero x 15mL ( Carboximetilcelulosa )(Drog),S01
D110052,Alergibon Leche Barra x 90 g (FP),D11
A010022,Benzirin Forte Aerosol Frasco x 120mL (Bencidamina clorhidrato 0.3%)(FP ),A01
N030076,Lyrica 150 mg Cápsula (Pregabalina) [RG] (FP),N03
R050081,PropoMiel Plus (Propoleo en miel de Abejas + Vitamina C) jarabe Frasco x 120 mL (FP),R05
AW20093,Pañal Tena Slip Clasico (Basic) Talla L Paquete x 21 Unidades (FS),AW2
AW20094,Pañal Tena Slip Clasico Talla M Paquete x 21 Unidades (FS),AW2
P020020,Albendazol  20 mg/ mL (2%) suspensión oral Frasco x 20mL Genfar (FP),P02
H020042,Betametasona 8 mg/2 mL Solución inyectable Ampolla x 1mL Genfar (Drog),H02
N070021,Flunarizina 10 mg Tableta genfar (Drog),N07
R030086,Berodual HFA (20/50 mcg)Dosis Aerosol x 200 Dosis (10mL) (Ipratropio Brom/Fenoterol) (RG) (FP),R03
A010020,Isodine Bucofaringeo  8% Solución Oral Frasco x 120mL ( Yodopovidona )(FP),A01
G030085,Bellaface 2 mg/0.03 mg Caja x 21 Tabletas ( Dienogest/Etinilestradiol ) (RG)  (FP),G03
V060180,Nan 2 Tarro x 400g Polvo para Reconstituir (FP),V06
D070071,Desonida 0.1% Crema Topica Tubo x 15g Siegfried(Drog),D07
A030077,Stamyl  175 mg/40 mg/50 mg Gragea  ( Pancreatina/Simeticona/Hemilcelulosa/Bilis buey )(FP),A03
R050083,Advil Gripa Tirilla x 4 Capsulas Blandas (Ibuprofeno/Clorfeniramina/Fenilefrina) (FP),R05
R030094,Seretide Diskus 50 mcg/500 mcg Polvo para inhalacion x 60 dosis (Salmeterol /Fluticasona) (RG) (FP),R03
N020113,Dipirona sódica 1 g/2 mL Solución Inyectable Ampolla Ecar (FP),N02
AS70582,Gancho Autoadhesivo Grande,AS7
D100040,Zudenina 0.1% Gel Tubo x30g (Adapaleno) (FP),D10
S010216,Flu-Sure 0.1% Solución Oftálmica Frasco x 5mL (Fluorometolona) (FP),S01
R030096,Atrovent 0.025% Solucion para inhalacion Frasco gotero x 20 mL (Bromuro de ipratropio) [RG] (FP),R03
M040012,Colchimedio 0.5 mg tableta (Colchicina) (Drog),M04
BE10166,Separador Corrector 3 en 1 Hallux En Silicona Ref-33607058 (Drog),BE1
M010180,Ibuflash Forte  400 mg Capsula Liquida (Ibuprofeno) (FP),M01
M020026,Ketoprofeno 2.5% Gel Tubo x 60g Genfar VMR (FP),M02
S010215,Disalot 0.5% Solucion Oftalmica Frasco x 5mL (Loteprednol etanobato) ( Drog ),S01
S010217,Flu-Sure T 0.1%/0.025%  Solucion Oftalmica Frasco x 5mL (Fluorometalona/Tetrizolina) (Drog),S01
AW60577,Champu Johson Baby Original Pote x 750mL (FS),AW6
A110125,Calcitriol 0.5 mcg CApsula Colmed (FP),A11
A110130,Pediavit Solucion oral Frasco x 10 mL (Vitaminas asociadas con minerales) (VMR)  (FP),A11
R060092,Dietrex 6 mg/5 mL Jarabe Frasco x 120mL (Buclizina )(FP),R06
AW20106,Protector Tena For Men DIA Caja x 10 Unidades (FS),AW2
N070025,Verum 16 mg Tableta (Betahistina) (FP),N07
R050087,Guayacolato De Glicerilo 20 mg/mL Suspension Oral Frasco x 120mL A.G(FP),R05
A070049,Floratil 250 mg Capsula (Saccharomyces boulardii (FP),A07
AW60621,Champu Johnson Cabello Claro (Manzanilla) Pote x 400mL (FP),AW6
R060097,Deslodex D 1.25mg/10mg / 5 mL Jarabe Frasco x 60mL (Desloratadina/Fenilefrina) (VMR) (FP),R06
G040071,Uroxacin 200 mg Tableta (Fenazopiridina)(FP),G04
D070080,Desonida 0.1% Locion Capilar Frasco x 30mL Medihealth(FP),D07
AW60576,Champu Johnson Baby Cabello oscuro (Romero y Quina )Pote x 750mL (FP),AW6
A010024,Gelclair Gel oral Sobre x 15 mL (Ac glicirretinico/Polivinilpirrolidona) (FP),A01
S020017,Acerumen Higiene Auricular Solucion Frascox 40mL (FP),S02
BE10150,Media Gradiente Dama a la Rodilla Beige 20-30 Talla M No-varix Ref-10108103 (Drog),BE1
M010179,Biprofenid 150 mg Tableta De Liberación Sostenida  (Ketoprofeno)(Drog),M01
V060194,Salufit Malteada Tarro x 400g Vainilla (FP),V06
BE10149,Media Gradiente Dama a la Rodilla Beige 20-30 Talla S No-varix Ref-10108102 (Drog),BE1
BE10151,Media Gradiente Dama a la Rodilla 20-30 Talla L Beige No-varix Ref-10108105 (Drog),BE1
D060057,Bonac 4% Gel Tubo x 30 g (Eritromicina) (Drog),D06
AW30250,Sunaid Sport SPF50 Spray x 180mL (FP),AW3
D030008,Fitostimoline 15% Crema Tubo x 32g (Triticum vulgare) (FP),D03
D040012,Procicar NF Crema Tubo x 60 g (Oxido de zinc/Calamina/Pantenol/ac hialuronico) ( Drog ),D04
AW30247,Cetaphil PRO AD Control Hidratante Corporal Pote x 295mL (FP),AW3
AW60572,Mexsana Spray Ultra Pote x 260mL (FP),AW6
M090004,Gelicart Polvo para Solución Oral Caja x 30 Sobres (Colageno 100%) ( Drog ),M09
A020099,Talcid [500 mg] Tableta Masticable (Hidrotalcita) (FP),A02
S010220,Carmelub Tears 0.5% Solucion oftalmica x 15 mL (Carboximetilcelulosa sodica)  (FP),S01
AW30253,Anthelios XL Gel-Crema Anti-brillo  Toque Seco SIN COLOR  Frasco x 50mL (FP),AW3
AW30258,Sol-or SPF 50+ Resistente al agua Potex177mL (FP),AW3
AW30257,Sol-or Kids SPF50+ Resistente al agua Pote x 177mL  (FP),AW3
V030065,Cys-Control Polvo Caja a x 20 Sobres (Proantocianidinas) (FP),V03
A040022,Ondax 4 mg Tableta (Ondansetron) (FP),A04
AW30256,Acuanova Care Prevención De Estrias Pote x 220g (FP),AW3
S010228,Optive 0.5%/0.9% Solucion Oftalmica Frasco x 15mL Carboximetilcelulosa/Glicerina (Drog),S01
A030097,Muvett-S 200 mg/120 mg Tableta (Trimebutina/Simeticona)(FP),A03
AN10768,Papel Tamaño Carta Para Impresion Earth Pact,AN1
L010123,Metotrexato Sódico 2.5 mg Tableta Tecnofarma (Drog) [AR],L01
AW20097,Pañal Winny Ultratrim Sec Etapa 2 (M) Paquetex 30unidades Ref-5164 (FS),AW2
AW20100,Pañal Winny Ultratrim Sec Etapa 3 (GDE)  Paquetex 16 unidades (FS),AW2
N020111,Adorlan  25 mg/25 mg Tableta (Diclofenaco/Tramadol) (FP),N02
AW60566,Desodorante Dove Invisible Dry Mujer Spray Pote x 150 mL (FP),AW6
J010261,Keflex  500 mg tableta (Cefalexina) (FP),J01
D040013,Procicar 5%/5% Crema Tubo x 60 g (Oxido de Zinc/Calamina)(FP),D04
